,animal,session,phase,condition,FR modulation
112,BS_86,BS_86_5_opto_AC.pickle,2,opto,0.4886363636363637
113,BS_86,BS_86_5_opto_AC.pickle,2,opto,4.76190476190476
114,BS_86,BS_86_5_opto_AC.pickle,2,opto,0.6012658227848101
115,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.310606060606061
116,BS_86,BS_86_5_opto_AC.pickle,2,opto,0.9204545454545457
117,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.68939393939394
118,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.4431818181818188
119,BS_86,BS_86_5_opto_AC.pickle,2,opto,2.666666666666666
120,BS_86,BS_86_5_opto_AC.pickle,2,opto,2.8446969696969697
121,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.1448220064724923
122,BS_86,BS_86_5_opto_AC.pickle,2,opto,4.044811320754718
123,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.2174940898345155
124,BS_86,BS_86_5_opto_AC.pickle,2,opto,3.4090909090909105
125,BS_86,BS_86_5_opto_AC.pickle,2,opto,2.1060606060606055
126,BS_86,BS_86_5_opto_AC.pickle,2,opto,2.9115226337448545
127,BS_86,BS_86_5_opto_AC.pickle,2,opto,0.7323232323232326
128,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.2847222222222223
129,BS_86,BS_86_5_opto_AC.pickle,2,opto,2.6523809523809536
130,BS_86,BS_86_5_opto_AC.pickle,2,opto,0.6812169312169313
131,BS_86,BS_86_5_opto_AC.pickle,2,opto,4.062499999999999
132,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.4912280701754381
133,BS_86,BS_86_5_opto_AC.pickle,2,opto,4.31924882629108
134,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.545454545454545
135,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.3717948717948718
136,BS_86,BS_86_5_opto_AC.pickle,2,opto,1.3267543859649125
137,BS_86,BS_86_5_opto_AC.pickle,2,opto,0.17932489451476796
138,BS_86,BS_86_5_opto_AC.pickle,2,opto,5.140151515151514
139,BS_86,BS_86_5_opto_AC.pickle,2,opto,4.526515151515149
140,BS_42,BS_42_6_AC.pickle,post late,control,0.9263477600607436
141,BS_42,BS_42_6_AC.pickle,post late,control,3.975757575757578
142,BS_42,BS_42_6_AC.pickle,post late,control,6.069651741293537
143,BS_42,BS_42_6_AC.pickle,post late,control,0.9794628751974719
144,BS_42,BS_42_6_AC.pickle,post late,control,4.0
145,BS_42,BS_42_6_AC.pickle,post late,control,7.207977207977202
146,BS_42,BS_42_6_AC.pickle,post late,control,7.677777777777777
147,BS_42,BS_42_6_AC.pickle,post late,control,13.411111111111072
148,BS_42,BS_42_6_AC.pickle,post late,control,1.3502109704641365
149,BS_42,BS_42_6_AC.pickle,post late,control,3.92452830188679
150,BS_42,BS_42_6_AC.pickle,post late,control,6.8777777777777915
151,BS_42,BS_42_6_AC.pickle,post late,control,5.702527924750152
152,BS_42,BS_42_6_AC.pickle,post late,control,26.352324819908343
153,BS_42,BS_42_6_AC.pickle,post late,control,0.7524059492563433
154,BS_42,BS_42_6_AC.pickle,post late,control,1.9999999999999996
155,BS_42,BS_42_6_AC.pickle,post late,control,2.5860023724792405
156,BS_42,BS_42_6_AC.pickle,post late,control,5.076923076923073
157,BS_42,BS_42_6_AC.pickle,post late,control,0.36697247706422026
