,session,clust,accuracy,NCR_ratio,learning_phase,animal
179,BS_119_2_opto_AC.pickle,"[16, 22, 61, 65, 91, 106, 130, 140, 161, 189]",0.6624,0.2,post_early,BS_119_2_opto_AC
180,BS_119_2_opto_AC.pickle,"[12, 22, 50, 65, 79, 91, 106, 129, 131, 189]",0.6116366546618647,0.0,post_early,BS_119_2_opto_AC
181,BS_119_2_opto_AC.pickle,"[16, 50, 61, 65, 79, 91, 106, 161, 173, 176]",0.5733012820512821,0.2,post_early,BS_119_2_opto_AC
182,BS_119_2_opto_AC.pickle,"[16, 53, 61, 79, 91, 129, 130, 140, 173, 189]",0.5968547418967587,0.1,post_early,BS_119_2_opto_AC
183,BS_119_2_opto_AC.pickle,"[12, 22, 65, 67, 70, 91, 106, 131, 161, 163]",0.657,0.2,post_early,BS_119_2_opto_AC
184,BS_119_2_opto_AC.pickle,"[22, 50, 65, 67, 70, 79, 91, 106, 131, 163]",0.6026890756302521,0.1,post_early,BS_119_2_opto_AC
185,BS_119_2_opto_AC.pickle,"[22, 50, 53, 65, 67, 70, 106, 130, 163, 173]",0.6202881152460984,0.1,post_early,BS_119_2_opto_AC
186,BS_119_2_opto_AC.pickle,"[53, 65, 67, 79, 91, 129, 131, 161, 163, 176]",0.5396794871794873,0.2,post_early,BS_119_2_opto_AC
187,BS_119_2_opto_AC.pickle,"[22, 50, 53, 106, 130, 161, 173]",0.6507999999999999,0.1428571428571428,post_early,BS_119_2_opto_AC
188,BS_119_2_opto_AC.pickle,"[16, 22, 50, 61, 67, 70, 79, 106, 131, 140, 176]",0.6077724358974359,0.1818181818181818,post_early,BS_119_2_opto_AC
189,BS_119_2_opto_AC.pickle,"[22, 65, 67, 70, 79, 91, 106, 131, 173, 176, 189]",0.5320032051282052,0.0909090909090909,post_early,BS_119_2_opto_AC
190,BS_119_2_opto_AC.pickle,"[12, 53, 61, 65, 67, 70, 91, 106, 140, 163, 189]",0.646,0.1818181818181818,post_early,BS_119_2_opto_AC
191,BS_119_2_opto_AC.pickle,"[16, 65, 67, 106, 129, 130, 140, 163, 173, 176, 189]",0.5217788461538462,0.0909090909090909,post_early,BS_119_2_opto_AC
192,BS_119_2_opto_AC.pickle,"[50, 53, 61, 70, 79, 91, 106, 130, 161, 176, 189]",0.5645192307692307,0.1818181818181818,post_early,BS_119_2_opto_AC
193,BS_119_2_opto_AC.pickle,"[16, 50, 67, 70, 79, 91, 129, 130, 161, 163, 173]",0.6573949579831934,0.1818181818181818,post_early,BS_119_2_opto_AC
194,BS_119_2_opto_AC.pickle,"[12, 22, 50, 61, 67, 79, 129, 161, 163, 173, 189]",0.5835534213685474,0.2727272727272727,post_early,BS_119_2_opto_AC
195,BS_119_2_opto_AC.pickle,"[50, 61, 79, 91, 129, 130, 131, 161, 163, 173, 189]",0.6259023609443777,0.1818181818181818,post_early,BS_119_2_opto_AC
196,BS_119_2_opto_AC.pickle,"[16, 22, 53, 91, 106, 129, 130, 131, 140, 176, 189]",0.4902403846153846,0.0,post_early,BS_119_2_opto_AC
197,BS_119_2_opto_AC.pickle,"[12, 16, 61, 65, 67, 79, 106, 131, 140, 163, 189]",0.6808,0.1818181818181818,post_early,BS_119_2_opto_AC
198,BS_119_2_opto_AC.pickle,"[12, 16, 22, 61, 67, 70, 79, 106, 130, 131, 161, 189]",0.6236,0.25,post_early,BS_119_2_opto_AC
199,BS_119_2_opto_AC.pickle,"[12, 50, 53, 61, 79, 91, 130, 140, 161, 163, 189]",0.645,0.1818181818181818,post_early,BS_119_2_opto_AC
